SH.TBS.DTEC.ZS,Health: Disease prevention,,"Tuberculosis case detection rate (%, all forms)",,"Tuberculosis case detection rate (all forms) is the percentage of newly notified tuberculosis cases (including relapses) to estimated incident cases (case detection, all forms).",,,Annual,,,,,Weighted average,,"Estimates are presented with uncertainty intervals (see footnote). When ranges are presented, the lower and higher numbers correspond to the 2.5th and 97.5th centiles of the outcome distributions (generally produced by simulations). For more detailed information, see the original source.",,"World Health Organization, Global Tuberculosis Control Report.",,"Tuberculosis is one of the main causes of adult deaths from a single infectious agent in developing countries. This indicator shows the tuberculosis detection rate for all detection methods. Editions before 2010 included the tuberculosis detection rates by DOTS, the internationally recommended strategy for tuberculosis control. Thus data on the case detection rate from 2010 onward cannot be compared with data in previous editions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SH.MED.BEDS.ZS,Health: Health services,,"Hospital beds (per 1,000 people)",,"Hospital beds include inpatient beds available in public, private, general, and specialized hospitals and rehabilitation centers. In most cases beds for both acute and chronic care are included.",,,Annual,,,,,Weighted average,"Depending on the source and means of monitoring, data may not be exactly comparable across countries. For more information, see the original source.","Depending on the source and means of monitoring, data may not be exactly comparable across countries. See listed source for country-specific details.",,"Data are from the World Health Organization, supplemented by country data.",,"Health systems - the combined arrangements of institutions and actions whose primary purpose is to promote, restore, or maintain health (World Health Organization, World Health Report 2000) - are increasingly being recognized as key to combating disease and improving the health status of populations. The World Bank's Healthy Development: Strategy for Health, Nutrition, and Population Results emphasizes the need to strengthen health systems, which are weak in many countries, in order to increase the effectiveness of programs aimed at reducing specific diseases and further reduce morbidity and mortality. To evaluate health systems, the World Health Organization (WHO) has recommended that key components - such as financing, service delivery, workforce, governance, and information - be monitored using several key indicators. The data are a subset of the key indicators. Monitoring health systems allows the effectiveness, efficiency, and equity of different health system models to be compared. Health system data also help identify weaknesses and strengths and areas that need investment, such as additional health facilities, better health information systems, or better trained human resources.
SH.MED.CMHW.P3,Health: Health services,,""Community health workers (per 1,000 people)",,"Community health workers include various types of community health aides, many with country-specific occupational titles such as community health officers, community health-education workers, family health workers, lady health visitors and health extension package workers.",,,Annual,,,,,Weighted average,"The WHO compiles data from household and labor force surveys, censuses, and administrative records. Data comparability is limited by differences in definitions and training of medical personnel varies. In addition, human resources tend to be concentrated in urban areas, so that average densities do not provide a full picture of health personnel available to the entire population.",,,"World Health Organization, OECD, supplemented by country data.",,"Health systems - the combined arrangements of institutions and actions whose primary purpose is to promote, restore, or maintain health (World Health Organization, World Health Report 2000) - are increasingly being recognized as key to combating disease and improving the health status of populations. The World Bank's Healthy Development: Strategy for Health, Nutrition, and Population Results emphasizes the need to strengthen health systems, which are weak in many countries, in order to increase the effectiveness of programs aimed at reducing specific diseases and further reduce morbidity and mortality. To evaluate health systems, the World Health Organization (WHO) has recommended that key components - such as financing, service delivery, workforce, governance, and information - be monitored using several key indicators. The data are a subset of the key indicators. Monitoring health systems allows the effectiveness, efficiency, and equity of different health system models to be compared. Health system data also help identify weaknesses and strengths and areas that need investment, such as additional health facilities, better health information systems, or better trained human resources.
SH.MED.NUMW.P3,Health: Health services,,""Nurses and midwives (per 1,000 people)",,"Nurses and midwives include professional nurses, professional midwives, auxiliary nurses, auxiliary midwives, enrolled nurses, enrolled midwives and other associated personnel, such as dental nurses and primary care nurses.",,,Annual,,,,,Weighted average,"The WHO compiles data from household and labor force surveys, censuses, and administrative records. Data comparability is limited by differences in definitions and training of medical personnel varies. In addition, human resources tend to be concentrated in urban areas, so that average densities do not provide a full picture of health personnel available to the entire population.",,,"World Health Organization, Global Atlas of the Health Workforce. For latest updates and metadata, see http://apps.who.int/globalatlas/.",,"Health systems - the combined arrangements of institutions and actions whose primary purpose is to promote, restore, or maintain health (World Health Organization, World Health Report 2000) - are increasingly being recognized as key to combating disease and improving the health status of populations. The World Bank's Healthy Development: Strategy for Health, Nutrition, and Population Results emphasizes the need to strengthen health systems, which are weak in many countries, in order to increase the effectiveness of programs aimed at reducing specific diseases and further reduce morbidity and mortality. To evaluate health systems, the World Health Organization (WHO) has recommended that key components - such as financing, service delivery, workforce, governance, and information - be monitored using several key indicators. The data are a subset of the key indicators. Monitoring health systems allows the effectiveness, efficiency, and equity of different health system models to be compared. Health system data also help identify weaknesses and strengths and areas that need investment, such as additional health facilities, better health information systems, or better trained human resources.
SH.MED.PHYS.ZS,Health: Health services,,""Physicians (per 1,000 people)",,Physicians include generalist and specialist medical practitioners.,,,Annual,,,,,Weighted average,"The WHO compiles data from household and labor force surveys, censuses, and administrative records. Data comparability is limited by differences in definitions and training of medical personnel varies. In addition, human resources tend to be concentrated in urban areas, so that average densities do not provide a full picture of health personnel available to the entire population.",,,"World Health Organization, Global Atlas of the Health Workforce. For latest updates and metadata, see http://apps.who.int/globalatlas/.",,"Health systems - the combined arrangements of institutions and actions whose primary purpose is to promote, restore, or maintain health (World Health Organization, World Health Report 2000) - are increasingly being recognized as key to combating disease and improving the health status of populations. The World Bank's Healthy Development: Strategy for Health, Nutrition, and Population Results emphasizes the need to strengthen health systems, which are weak in many countries, in order to increase the effectiveness of programs aimed at reducing specific diseases and further reduce morbidity and mortality. To evaluate health systems, the World Health Organization (WHO) has recommended that key components - such as financing, service delivery, workforce, governance, and information - be monitored using several key indicators. The data are a subset of the key indicators. Monitoring health systems allows the effectiveness, efficiency, and equity of different health system models to be compared. Health system data also help identify weaknesses and strengths and areas that need investment, such as additional health facilities, better health information systems, or better trained human resources.
SH.XPD.EXTR.ZS,Health: Health services,,External resources for health (% of total expenditure on health),,""External resources for health are funds or services in kind that are provided by entities not part of the country in question. The resources may come from international organizations, other countries through bilateral arrangements, or foreign nongovernmental organizations. These resources are part of total health expenditure.",,,Annual,,,,,Weighted average,"Country data may differ in terms of definitions, data collection methods population coverage and estimation methods used.
SH.XPD.OOPC.TO.ZS,Health: Health services,,Out-of-pocket health expenditure (% of total expenditure on health),,""Out of pocket expenditure is any direct outlay by households, including gratuities and in-kind payments, to health practitioners and suppliers of pharmaceuticals, therapeutic appliances, and other goods and services whose primary intent is to contribute to the restoration or enhancement of the health status of individuals or population groups. It is a part of private health expenditure.",,,Annual,,,,,Weighted average,"Country data may differ in terms of definitions, data collection methods population coverage and estimation methods used.
SH.XPD.OOPC.ZS,Health: Health services,,Out-of-pocket health expenditure (% of private expenditure on health),,""Out of pocket expenditure is any direct outlay by households, including gratuities and in-kind payments, to health practitioners and suppliers of pharmaceuticals, therapeutic appliances, and other goods and services whose primary intent is to contribute to the restoration or enhancement of the health status of individuals or population groups. It is a part of private health expenditure.",,,Annual,,,,,Weighted average,,"All the indicators refer to expenditures by financing agent except external resources which is a financing source. When the number is smaller than 0.05%, the percentage may appear as zero. In countries where the fiscal year begins in July, expenditure data have been allocated to the later calendar year (for example, 2008 data will cover the fiscal year 2007ﾖ08), unless otherwise stated for the country. For 2008, the use of yearly average exchange rates (compared to year-end exchange rates) may not fully represent the impact of the global financial crisis.",,World Health Organization National Health Account database (see http://apps.who.int/nha/database/DataExplorerRegime.aspx for the most recent updates).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SH.XPD.PCAP,Health: Health services,,Health expenditure per capita (current US$),,"Total health expenditure is the sum of public and private health expenditures as a ratio of total population. It covers the provision of health services (preventive and curative), family planning activities, nutrition activities, and emergency aid designated for health but does not include provision of water and sanitation. Data are in current U.S. dollars.",,,Annual,,,,,Weighted average,"Country data may differ in terms of definitions, data collection methods population coverage and estimation methods used.
SH.XPD.PCAP.PP.KD,Health: Health services,,""Health expenditure per capita, PPP (constant 2005 international $)",,"Total health expenditure is the sum of public and private health expenditures as a ratio of total population. It covers the provision of health services (preventive and curative), family planning activities, nutrition activities, and emergency aid designated for health but does not include provision of water and sanitation. Data are in international dollars converted using 2005 purchasing power parity (PPP) rates.",,,Annual,2005,,,,Weighted average,"Country data may differ in terms of definitions, data collection methods population coverage and estimation methods used.
SH.XPD.PRIV.ZS,Health: Health services,,""Health expenditure, private (% of GDP)",,"Private health expenditure includes direct household (out-of-pocket) spending, private insurance, charitable donations, and direct service payments by private corporations.",,,Annual,,,,,Weighted average,,"All the indicators refer to expenditures by financing agent except external resources which is a financing source. When the number is smaller than 0.05%, the percentage may appear as zero. In countries where the fiscal year begins in July, expenditure data have been allocated to the later calendar year (for example, 2008 data will cover the fiscal year 2007ﾖ08), unless otherwise stated for the country. For 2008, the use of yearly average exchange rates (compared to year-end exchange rates) may not fully represent the impact of the global financial crisis.",,World Health Organization National Health Account database (see http://apps.who.int/nha/database/DataExplorerRegime.aspx for the most recent updates).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SH.XPD.PUBL,Health: Health services,,"Health expenditure, public (% of total health expenditure)",,"Public health expenditure consists of recurrent and capital spending from government (central and local) budgets, external borrowings and grants (including donations from international agencies and nongovernmental organizations), and social (or compulsory) health insurance funds. Total health expenditure is the sum of public and private health expenditure. It covers the provision of health services (preventive and curative), family planning activities, nutrition activities, and emergency aid designated for health but does not include provision of water and sanitation.",,,Annual,,,,,Weighted average,"Country data may differ in terms of definitions, data collection methods population coverage and estimation methods used.
SH.XPD.PUBL.GX.ZS,Health: Health services,,""Health expenditure, public (% of government expenditure)",,"Public health expenditure consists of recurrent and capital spending from government (central and local) budgets, external borrowings and grants (including donations from international agencies and nongovernmental organizations), and social (or compulsory) health insurance funds.",,,Annual,,,,,Weighted average,,"All the indicators refer to expenditures by financing agent except external resources which is a financing source. When the number is smaller than 0.05%, the percentage may appear as zero. In countries where the fiscal year begins in July, expenditure data have been allocated to the later calendar year (for example, 2008 data will cover the fiscal year 2007ﾖ08), unless otherwise stated for the country. For 2008, the use of yearly average exchange rates (compared to year-end exchange rates) may not fully represent the impact of the global financial crisis.",,World Health Organization National Health Account database (see http://apps.who.int/nha/database/DataExplorerRegime.aspx for the most recent updates).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SH.XPD.PUBL.ZS,Health: Health services,,"Health expenditure, public (% of GDP)",,"Public health expenditure consists of recurrent and capital spending from government (central and local) budgets, external borrowings and grants (including donations from international agencies and nongovernmental organizations), and social (or compulsory) health insurance funds.",,,Annual,,,,,Weighted average,,"All the indicators refer to expenditures by financing agent except external resources which is a financing source. When the number is smaller than 0.05%, the percentage may appear as zero. In countries where the fiscal year begins in July, expenditure data have been allocated to the later calendar year (for example, 2008 data will cover the fiscal year 2007ﾖ08), unless otherwise stated for the country. For 2008, the use of yearly average exchange rates (compared to year-end exchange rates) may not fully represent the impact of the global financial crisis.",,World Health Organization National Health Account database (see http://apps.who.int/nha/database/DataExplorerRegime.aspx for the most recent updates).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SH.XPD.TOTL.ZS,Health: Health services,,"Health expenditure, total (% of GDP)",,"Total health expenditure is the sum of public and private health expenditure. It covers the provision of health services (preventive and curative), family planning activities, nutrition activities, and emergency aid designated for health but does not include provision of water and sanitation.",,,Annual,,,,,Weighted average,"Country data may differ in terms of definitions, data collection methods population coverage and estimation methods used.
SH.DTH.COMM.ZS,Health: Mortality,,""Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",,"Cause of death refers to the share of all deaths for all ages by underlying causes. Communicable diseases and maternal, prenatal and nutrition conditions include infectious and parasitic diseases, respiratory infections, and nutritional deficiencies such as underweight and stunting.",,,Annual,,,,,Weighted average,"The limited availability of data on health status is a major constraint in assessing the health situation in developing countries. Surveillance data are lacking for many major public health concerns. Estimates of prevalence and incidence are available for some diseases but are often unreliable and incomplete. National health authorities differ widely in capacity and willingness to collect or report information. To compensate for this and improve reliability and international comparability, the World Health Organization (WHO) prepares estimates in accordance with epidemiological models and statistical standards.",,,Derived based on the data from WHO's World Health Statistics.,,"Data on cause of death are compiled by the WHO, based mainly on data from national vital registry systems, as well as sample registration systems, population laboratories, and epidemiological analysis of specific conditions. Data are classified based on the International Statistical Classification of Diseases and Related Health Problems, 10th revision. Data have been carefully analyzed to take into account incomplete coverage of vital registration and the likely differences in cause of death patterns that would be expected in undercovered and often poorer subpopulations. Special attention has also been paid to misattribution or miscoding of causes of death in cardiovascular diseases, cancer, injuries, and general ill-defined categories. For further information, consult the original source.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SH.DTH.IMRT,Health: Mortality,,Number of infant deaths,,Number of infants dying before reaching one year of age.,,,Annual,,,,,Sum,,,,"Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SH.DTH.INJR.ZS,Health: Mortality,,"Cause of death, by injury (% of total)",,Cause of death refers to the share of all deaths for all ages by underlying causes. Injuries include unintentional and intentional injuries.,,,Annual,,,,,Weighted average,"The limited availability of data on health status is a major constraint in assessing the health situation in developing countries. Surveillance data are lacking for many major public health concerns. Estimates of prevalence and incidence are available for some diseases but are often unreliable and incomplete. National health authorities differ widely in capacity and willingness to collect or report information. To compensate for this and improve reliability and international comparability, the World Health Organization (WHO) prepares estimates in accordance with epidemiological models and statistical standards.",,,Derived based on the data from WHO's World Health Statistics.,,"Data on cause of death are compiled by the WHO, based mainly on data from national vital registry systems, as well as sample registration systems, population laboratories, and epidemiological analysis of specific conditions. Data are classified based on the International Statistical Classification of Diseases and Related Health Problems, 10th revision. Data have been carefully analyzed to take into account incomplete coverage of vital registration and the likely differences in cause of death patterns that would be expected in under-covered and often poorer subpopulations. Special attention has also been paid to misattribution or miscoding of causes of death in cardiovascular diseases, cancer, injuries, and general ill-defined categories. For further information, consult the original source.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SH.DTH.MORT,Health: Mortality,,Number of under-five deaths,,Number of children dying before reaching age five.,,,Annual,,,,,Sum,,,,"Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SH.DTH.NCOM.ZS,Health: Mortality,,"Cause of death, by non-communicable diseases (% of total)",,"Cause of death refers to the share of all deaths for all ages by underlying causes. Non-communicable diseases include cancer, diabetes mellitus, cardiovascular diseases, digestive diseases, skin diseases, musculoskeletal diseases, and congenital anomalies.",,,Annual,,,,,Weighted average,"The limited availability of data on health status is a major constraint in assessing the health situation in developing countries. Surveillance data are lacking for many major public health concerns. Estimates of prevalence and incidence are available for some diseases but are often unreliable and incomplete. National health authorities differ widely in capacity and willingness to collect or report information. To compensate for this and improve reliability and international comparability, the World Health Organization (WHO) prepares estimates in accordance with epidemiological models and statistical standards.",,,Derived based on the data from WHO's World Health Statistics.,,"Data on cause of death are compiled by the WHO, based mainly on data from national vital registry systems, as well as sample registration systems, population laboratories, and epidemiological analysis of specific conditions. Data are classified based on the International Statistical Classification of Diseases and Related Health Problems, 10th revision. Data have been carefully analyzed to take into account incomplete coverage of vital registration and the likely differences in cause of death patterns that would be expected in undercovered and often poorer subpopulations. Special attention has also been paid to misattribution or miscoding of causes of death in cardiovascular diseases, cancer, injuries, and general ill-defined categories. For further information, consult the original source.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SH.DTH.NMRT,Health: Mortality,,Number of neonatal deaths,,Number of neonates dying before reaching 28 days of age.,,,Annual,,,,,Sum,,,,"Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SH.DYN.MORT,Health: Mortality,,"Mortality rate, under-5 (per 1,000 live births)",,"Under-five mortality rate is the probability per 1,000 that a newborn baby will die before reaching age five, if subject to age-specific mortality rates of the specified year.",,,Annual,,,,,Weighted average,"Complete vital registration systems are fairly uncommon in developing countries. Thus estimates must be obtained from sample surveys or derived by applying indirect estimation techniques to registration, census, or survey data. Survey data are subject to recall error, and surveys estimating infant/child deaths require large samples because households in which a birth has occurred during a given year cannot ordinarily be preselected for sampling. Indirect estimates rely on model life tables that may be inappropriate for the population concerned. Extrapolations based on outdated surveys may not be reliable for monitoring changes in health status or for comparative analytical work.",,"Relevance to gender: Given that data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. Moreover, they are among the indicators most frequently used to compare socioeconomic development across countries. Child mortality rates are higher for boys than for girls in countries in which parental gender preferences are insignificant. Child mortality captures the effect of gender discrimination better than infant mortality does, as malnutrition and medical interventions are more important in this age group. Where female child mortality is higher, as in some countries in South Asia, girls probably have unequal access to resources.","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.",,"The main sources of mortality data are vital registration systems and direct or indirect estimates based on sample surveys or censuses. A ""complete"" vital registration system - covering at least 90 percent of vital events in the population - is the best source of age-specific mortality data.
SH.DYN.MORT.FE,Health: Mortality,,""Mortality rate, under-5, female (per 1,000 live births)",,"Under-five mortality rate, female is the probability per 1,000 that a newborn female baby will die before reaching age five, if subject to female age-specific mortality rates of the specified year.",,,Annual,,,,,Weighted average,"Complete vital registration systems are fairly uncommon in developing countries. Thus estimates must be obtained from sample surveys or derived by applying indirect estimation techniques to registration, census, or survey data. Survey data are subject to recall error, and surveys estimating infant/child deaths require large samples because households in which a birth has occurred during a given year cannot ordinarily be preselected for sampling. Indirect estimates rely on model life tables that may be inappropriate for the population concerned. Extrapolations based on outdated surveys may not be reliable for monitoring changes in health status or for comparative analytical work.",,"Relevance to gender: Given that data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. Moreover, they are among the indicators most frequently used to compare socioeconomic development across countries. Child mortality rates are higher for boys than for girls in countries in which parental gender preferences are insignificant. Child mortality captures the effect of gender discrimination better than infant mortality does, as malnutrition and medical interventions are more important in this age group. Where female child mortality is higher, as in some countries in South Asia, girls probably have unequal access to resources.","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.",,"The main sources of mortality data are vital registration systems and direct or indirect estimates based on sample surveys or censuses. A ""complete"" vital registration system - covering at least 90 percent of vital events in the population - is the best source of age-specific mortality data.
SH.DYN.MORT.MA,Health: Mortality,,""Mortality rate, under-5, male (per 1,000 live births)",,"Under-five mortality rate, male is the probability per 1,000 that a newborn male baby will die before reaching age five, if subject to male age-specific mortality rates of the specified year.",,,Annual,,,,,Weighted average,"Complete vital registration systems are fairly uncommon in developing countries. Thus estimates must be obtained from sample surveys or derived by applying indirect estimation techniques to registration, census, or survey data. Survey data are subject to recall error, and surveys estimating infant/child deaths require large samples because households in which a birth has occurred during a given year cannot ordinarily be preselected for sampling. Indirect estimates rely on model life tables that may be inappropriate for the population concerned. Extrapolations based on outdated surveys may not be reliable for monitoring changes in health status or for comparative analytical work.",,"Relevance to gender: Given that data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. Moreover, they are among the indicators most frequently used to compare socioeconomic development across countries. Child mortality rates are higher for boys than for girls in countries in which parental gender preferences are insignificant. Child mortality captures the effect of gender discrimination better than infant mortality does, as malnutrition and medical interventions are more important in this age group. Where female child mortality is higher, as in some countries in South Asia, girls probably have unequal access to resources.","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.",,"The main sources of mortality data are vital registration systems and direct or indirect estimates based on sample surveys or censuses. A ""complete"" vital registration system - covering at least 90 percent of vital events in the population - is the best source of age-specific mortality data.
SH.DYN.NMRT,Health: Mortality,,""Mortality rate, neonatal (per 1,000 live births)",,"Neonatal mortality rate is the number of neonates dying before reaching 28 days of age, per 1,000 live births in a given year.",,,Annual,,,,,Weighted average,"Complete vital registration systems are fairly uncommon in developing countries. Thus estimates must be obtained from sample surveys or derived by applying indirect estimation techniques to registration, census, or survey data. Survey data are subject to recall error, and surveys estimating infant/child deaths require large samples because households in which a birth has occurred during a given year cannot ordinarily be preselected for sampling. Indirect estimates rely on model life tables that may be inappropriate for the population concerned. Extrapolations based on outdated surveys may not be reliable for monitoring changes in health status or for comparative analytical work.",,,"Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.",,"The main sources of mortality data are vital registration systems and direct or indirect estimates based on sample surveys or censuses. A ""complete"" vital registration system - covering at least 90 percent of vital events in the population - is the best source of age-specific mortality data.
SP.DTH.INFR.ZS,Health: Mortality,,Completeness of infant death reporting (% of reported infant deaths to estimated infant deaths),,Completeness of infant death reporting is the number of infant deaths reported by national statistics authorities to the United Nations Statistics Division's Demography Yearbook divided by the number of infant deaths estimated by the United Nations Population Division.,,,Annual,,,,,,,,,The United Nations Statistics Division's Population and Vital Statistics Report and the United Nations Population Division's World Population Prospects.,,,,,,
SP.DTH.REPT.ZS,Health: Mortality,,Completeness of total death reporting (% of reported total deaths to estimated total deaths),,Completeness of total death reporting is the number of total deaths reported by national statistics authorities to the United Nations Statistics Division's Demography Yearbook divided by the number of total deaths estimated by the United Nations Population Division.,,,Annual,,,,,Weighted average,,,,The United Nations Statistics Division's Population and Vital Statistics Report and the United Nations Population Division's World Population Prospects.,,,,,,
SP.DYN.AMRT.FE,Health: Mortality,,""Mortality rate, adult, female (per 1,000 female adults)",,"Adult mortality rate is the probability of dying between the ages of 15 and 60--that is, the probability of a 15-year-old dying before reaching age 60, if subject to current age-specific mortality rates between those ages.",,,Annual,,,,,Weighted average,"Complete vital registration systems are fairly uncommon in developing countries. Thus estimates must be obtained from sample surveys or derived by applying indirect estimation techniques to registration, census, or survey data. Survey data are subject to recall error.
SP.DYN.AMRT.MA,Health: Mortality,,""Mortality rate, adult, male (per 1,000 male adults)",,"Adult mortality rate is the probability of dying between the ages of 15 and 60--that is, the probability of a 15-year-old dying before reaching age 60, if subject to current age-specific mortality rates between those ages.",,,Annual,,,,,Weighted average,"Complete vital registration systems are fairly uncommon in developing countries. Thus estimates must be obtained from sample surveys or derived by applying indirect estimation techniques to registration, census, or survey data. Survey data are subject to recall error.
SP.DYN.IMRT.FE.IN,Health: Mortality,,""Mortality rate, infant, female (per 1,000 live births)",,"Infant mortality rate, female is the number of female infants dying before reaching one year of age, per 1,000 female live births in a given year.",,,Annual,,,,,Weighted average,,,Relevance to gender indicator: Infant mortality rates are higher for boys than for girls in countries in which parental gender preferences are insignificant.,"Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP.DYN.IMRT.IN,Health: Mortality,,"Mortality rate, infant (per 1,000 live births)",,"Infant mortality rate is the number of infants dying before reaching one year of age, per 1,000 live births in a given year.",,,Annual,,,,,Weighted average,"Complete vital registration systems are not common in developing countries. Thus estimates must be obtained from sample surveys or derived by applying indirect estimation techniques to registration, census, or survey data. Survey data are subject to recall error, and surveys estimating infant/child deaths require large samples because households in which a birth has occurred during a given year cannot ordinarily be preselected for sampling. Indirect estimates rely on model life tables that may be inappropriate for the population concerned. Extrapolations based on outdated surveys may not be reliable for monitoring changes in health status or for comparative analytical work.",,Relevance to gender indicator: Infant mortality rates are higher for boys than for girls in countries in which parental gender preferences are insignificant.,"Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.",,"The main sources of mortality data are vital registration systems and direct or indirect estimates based on sample surveys or censuses. A complete vital registration system - covering at least 90 percent of vital events in the population - is the best source of age-specific mortality data.
SP.DYN.IMRT.MA.IN,Health: Mortality,,""Mortality rate, infant, male (per 1,000 live births)",,"Infant mortality rate, male is the number of male infants dying before reaching one year of age, per 1,000 male live births in a given year.",,,Annual,,,,,Weighted average,,,Relevance to gender indicator: Infant mortality rates are higher for boys than for girls in countries in which parental gender preferences are insignificant.,"Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
